Question,Answer,질문날짜,답변날짜
구술 또는 전화로 민원 신청이 가능한 경우가 있는지? 구술 또는 전화로 민원 신청이 가능한 경우가 있는지? 관련해서 궁금합니다.,"민원처리법 제8조에 “민원의 신청은 문서(전자문서 포함)로 하여야 한다. 다만, 기타민원은 구술 또는 전화로 할 수 있다”고 규정하고 있습니다.
‘기타민원’이란 민원처리법 제2조제1호가목4괄호에 따라 “법정민원, 질의민원, 건의민원 및 고충민원 외에 행정기관에 단순한 행정절차 또는 형식요건 등에 대한 상담·설명을 요구하거나 일상생활에서 발생하는 불편사항에 대하여 알리는 등 행정기관에 특정한 행위를 요구하는 민원”을 의미합니다.
행정기관의 답변이 법률적 효력이나 구속력이 없고 민원인의 권리·의무에 직접적인 영향이 없기에 민원을 신청한 사실을 문서로 남길 필요가 없는 단순한 질의·상담 등이 구술 또는 전화로 가능하며, 이러한 성격을 지닌 기타민원은 민원처리법 제8조에 따라 예외적으로 구술 또는 전화로 신청을 할 수 있습니다.
또한, 질의나 상담도 그 내용에 따라 답변이 구체적인 법률적 판단과 관련되어 민원인의 권리·의무에 영향이 있는 경우(  특정 토지에 건축허가가 가능한지에 대한 질의와 그에 대한 담당공무원의 답변)에는 문서로 신청하는 것이 바람직합니다.",2024-07-30,2024-07-30
"제3자가 타인의 명의를 도용하여 민원을 신청하였을 때, 삭제 가능한가요? 제3자가 타인의 명의를 도용하여 민원을 신청하였을 때, 삭제 가능한가요? 관련해서 궁금합니다.","민원처리법 시행령 제2조제1항제3호에 의하면 행정기관에 특정한 행위를 요구하는 자로서 성명·주소 등이 분명하지 아니한 자는 민원인으로 보지 않습니다.
따라서 차명에 의한 민원은 민원인으로 볼 수 없기 때문에 해당 민원은 내부 종결할 수 있는 사항이며 민원인 본인의 요청이 있다면 삭제하는 것이 타당할 것입니다.",2024-07-30,2024-07-30
행정기관에 어떠한 행위를 요구하는 것이 모두 민원에 해당하나요? 행정기관에 어떠한 행위를 요구하는 것이 모두 민원에 해당하나요? 관련해서 궁금합니다.,"‘민원’이란 ‘민원인이 행정기관에 대하여 처분 등 특정한 행위를 요구하는 것’이므로 기본적으로 ‘민원’이 성립하기 위해서는 민원처리법 제2조 제2호의 ‘민원인’에 해당하는 자가, 동법 제2조 제3호에 따라 민원처리법의 적용을 받는 행정기관에 특정한 행위를 요구한 것이어야 합니다.
또한 특정한 행위를 요구하는 것에 대해 그 행위의 성격, 내용에 따라 민원 해당여부를 판단해야 합니다.
가령 법제처*는 고소사건의 처리에 관한 사무는 민원사무와는 서로 독립된 별개의 사무로서 민원사무처리법의 적용대상에 해당한다고 보기 어렵다고 한 사례가 있습니다.
  * 참고: 법령해석례 [법제처 13-0165]",2024-07-30,2024-07-30
전입신고 시 신분증을 지참하여야 하나요? 전입신고 시 신분증을 지참하여야 하나요? 관련해서 궁금합니다.,"신고자(본인)는 신분증 제시가 필요합니다.
세대주의 위임을 받아 올 경우, 주민등록법 시행령 [별지 제15호의2서식] 등 전입신고서 양식 <작성방법>에서 세대주의 위임을 받아 신고하는 세대주의 배우자나 직계혈족 등은 위임장란에 세대주의 위임을 받고 세대주의 주민등록증 등 신분증명서를 함께 제시하도록 되어 있습니다.(시행령 제19조(위임에 따른 신고))",2024-07-30,2024-07-30
전입신고 후 반드시 전입신고한 주소지에서 30일 이상 거주해야 하나요? 전입신고 후 반드시 전입신고한 주소지에서 30일 이상 거주해야 하나요? 관련해서 궁금합니다.,"주민등록법 제6조(대상자)제1항에는 “시장･군수 또는 구청장은 30일 이상 거주할 목적으로 그 관할 구역에 주소나 거소를 가진 자를 이 법의 규정에 따라 등록하여야 한다.”라고 규정하고 있으므로, 30일 이상 거주할 “목적”이면 전입신고를 할 수 있으며 반드시 한 달 이상 거주하여야 하는 것은 아닙니다.
다만, 전입신고 후 관할 자치단체에서 사후확인, 사실조사 등을 통한 실제 거주 여부 확인에 따라 거주불명 등록이 될 수 있습니다.",2024-07-30,2024-07-30
"주소, 거소와 주민등록지 주소의 차이점이 무엇인가요? 주소, 거소와 주민등록지 주소의 차이점이 무엇인가요? 관련해서 궁금합니다.","｢민법｣ 제18조에 의하면 생활의 근거되는 곳이 주소(동시에 두 곳 이상 있을 수 있음)가
되며, 주소가 없이 얼마 동안 계속하여 임시로 거주하는 곳이 거소가 됩니다.
주민등록은 법 제6조에 따라 30일 이상 거주할 목적으로 주소나 거소를 가진 자를 등록하도록
하고 있으며 같은 법 제23조에 따라 주민등록지를 공법 관계에서의 주소로 보고 있습니다.
   (공법) 법률 관계의 주체가 국가 또는 공공기관 상호 간 또는 이들과 개인 간의 관계를 규정하는 법",2024-07-30,2024-07-30
제안 제도는 강남구민만 참여가 가능한가요? 제안 제도는 강남구민만 참여가 가능한가요? 관련해서 궁금합니다.,"서울특별시 강남구 제안제도 운영에 관한 조례 제3조(용어의 정의) 제1호에는 ""구민 등""이란 서울특별시 강남구에 거주하는 사람을 비롯하여 구정에 관심이 있는 누구나를 말한다. 로 규정하고 있습니다.
이에 따라 제안제도는 구민 뿐만 아니라 강남구의 구정에 관심이 있는 사람이라면 누구나 참여가 가능합니다.",2024-07-30,2024-07-30
투명페트병 버릴 때 그냥 버려도 되나요? 투명페트병 버릴 때 그냥 버려도 되나요? 관련해서 궁금합니다.,"라벨지가 붙어 있는 투명페트병이 상당 수 있습니다.
투명페트병 배출 시에는 내용물을 비우고 라벨지를 제거하여 뚜껑을 닫아 배출하여야 합니다.",2024-07-30,2024-07-30
캔과 고철류의 재활용쓰레기 배출요령이 차이가 있나요? 캔과 고철류의 재활용쓰레기 배출요령이 차이가 있나요? 관련해서 궁금합니다.,"캔의 경우 아래와 같이 나뉩니다.
 - 품목 : 철캔, 알루미늄캔
   배출요령 : 내용물을 비우고 배출, 뚜껑은 재질에 따라 배출
 - 품목 : 부탄가스, 살충제 용기 등
   배출요령 : 화재의 위험이 높은 제품으로 구멍을 뚫어 내용물을 비운 후 따로 모아 배출
고철류의 경우 아래와 같이 나뉩니다.
 - 품목 : 공구, 철사, 못, 전선, 알루미늄, 스텐 등
   배출요령 : 투명봉투에 따로 모아서 배출",2024-07-30,2024-07-30
종이류와 종이팩류 재활용쓰레기 배출요령 차이점이 무엇인가요? 종이류와 종이팩류 재활용쓰레기 배출요령 차이점이 무엇인가요? 관련해서 궁금합니다.,"종이류 품목과 배출요령은 아래와 같습니다.
 - 품목 : 신문지, 전단지, 종이박스, 책자, 노트, 파쇄된 종이, 종이재질의 컵라면 용기 등
 - 배출요령
   물기에 젖지 않게 묶거나 박스류에 담아서 배출
   파쇄된 종이는 투명봉투에 담아서 종이류와 함께 배출
   종이재질의 컵라면 용기 배출시에는 이물질이 제거될 수 있도록 물로 헹군 후 배출
종이팩류 품목과 배출요령은 아래와 같습니다.
 - 품목 : 종이팩(음료수, 우유팩 , 종이컵
 - 배출요령
   내용물을 비우고 이물질이 제거될 수 있도록 물로 헹군 후 압착하여 배출",2024-07-30,2024-07-30
역삼1동 폐건전지·폐형광등 수거함 위치가 어디인가요? 역삼1동 폐건전지·폐형광등 수거함 위치가 어디인가요? 관련해서 궁금합니다.,"현재 강남구 역삼1동 폐건전지·폐형광등 수거함 현황은 아래와 같습니다.
 역삼1동주민센터 청사 좌측 자전거보관대 옆(역삼로7길 16)
 역삼월드메르디앙아파트 앞(논현로65길, 도곡로19길 교차 지점 / 논현로65길 30)
 강남구노인통합지원센터 앞(논현로97길, 봉은사로24길 교차 지점 / 논현로97길 48)
 역삼1자율방법대초소 위(강남대로100길, 테헤란로55길 교차 지점 / 테헤란로5길 55)
 까치공원 앞(대우디오빌오피스텔 맞은편, 역삼동 824-10)
 무궁화공원 앞(이면도로 측면, 남도랑 좌측 / 역삼로 117)
 건물 좌측 충현1공원 앞(논현로102길 14)
 역삼은행나무공원 앞(봉은사로20길, 22길 교차 지점 / 역삼동 611)
 역삼개나리공원 앞(논현로79길, 테헤란로22길 교차 지점 / 논현로79길 24)
10. 테헤란로53길 57 인트로빌라 맞은편(봉은사로48길 43-11)
11. 원에디션강남 내부 지하2층 분리수거장 내(언주로 563)",2024-07-30,2024-07-30
재외국민 주민등록 신고의무자와 위임할 수 있는 자는? 재외국민 주민등록 신고의무자와 위임할 수 있는 자는? 관련해서 궁금합니다.,"신고의무자는 재외국민 본인입니다.
본인이 신고할 수 없으면 재외국민이 거주하는 세대의 세대주가 신고하거나 재외국민 본인의 위임을 받은 재외국민 본인의 배우자, 재외국민 본인의 직계혈족, 재외국민 본인의 배우자의 직계혈족, 재외국민 본인의 직계혈족의 배우자가 신고할 수 있습니다.
위임하여 신고하는 경우에는 재외국민 본인의 재외국민등록부 등본 또는 해외이주신고 확인서 및 출입국 사실증명 자료 확인을 행정정보 공동이용으로 확인하는 것에 동의하거나, 동의하지 않는 경우 해당 서류를 첨부하면 됩니다.",2024-07-30,2024-07-30
"거주불명등록 및 행정상 관리주소 이전 가능 여부 집을 매매하여 이사를 왔는데, 전 주인의 우편물이 계속 도착되고 있으며, 문제는 우편물이 체납장, 고소장, 압류장 등임. 이러한 문제를 해결할 수 있는 방법은? 관련해서 궁금합니다.","주민등록법 제20조 규정에 의거 거주사실이 불분명하다고 인정되는 경우에 시장, 군수 또는 구청장은 그 신고의무자가 마지막으로 신고한 주소를 행정상 관리주소로 하여 거주불명 등록을 하여야 하며, 시장･군수 또는 구청장은 거주불명 등록 후 1년이 지나고, 공고를 2회 이상 하여도 신고의무자가 정당한 거주지에 재등록하지 아니한 경우에는 읍･면사무소 또는 동 주민센터의 주소를 행정상 관리주소로 하여 거주불명 등록을 할 수 있습니다.
다만, 위 사례처럼 집주인 등이 거주불명 등록 후 1년이 지나지 않았더라도 시장, 군수 또는 구청장에게 거주불명 등록 주소이전을 요구할 경우에 시장, 군수 또는 구청장은 공고(2회) 절차를 진행 후 대상자(전 주인)의 주소를 읍･면･동 주민센터 주소로 이전 가능할 것으로 판단됩니다.",2024-07-30,2024-07-30
친환경차 충전구역 불법주차 신고방법 친환경차 충전구역 불법주차 신고방법 관련해서 궁금합니다.,"안녕하십니까?
친환경차 충전구역 불법주차 신고와 관련하여 아래와 같이 답변드립니다.
 
충전시설의 효율적인 이용을 위해 친환경자동차 충전방해로 불편사항을 단속기준 및 신고 요건에 맞춰 휴대폰 앱(안전신문고)으로 신고하면, 공무원의 현장 확인 없이 첨부된 사진을 증거자료로 인정하여 과태료를 부과하는 주민신고 제도를 운영하고 있으며 신고방법은 아래와 같습니다.
 
동일한 위치 및 방향(차량의 전면 2장 또는 후면 2장)에서 안전신문고 앱으로 시차가 1분 이상인 사진을 2장 이상 첨부(최대4장)하며, 모든 신고 사진에 위반장소, 위반사항, 차량번호가 식별가능해야 합니다.
전기차, 외부충전식하이브리드차의 급속충전시설의 충전구역에서 1시간을 초과한 주차행위 신고를 위해서는 사진2장(최초 촬영사진, 1시간 이후 촬영사진)을 첨부하여 신고하고, 완속충전시설의 충전구역에서 14시간 초과한 주차행위 신고를 위해서는 중간 이동여부 확인에 필요한 사진3장(최초 촬영사진, 5~9시간 후의 촬영사진 14시간 이후 촬영사진)을 첨부하여 신고해야 합니다.
전용주차구역(충전구역 포함) 표시가 있어야 과태료 처분이 가능하오니 유의하시기 바랍니다.
 
추가 문의사항은 강동구 기후환경과 에너지관리팀(02-3425-5950)으로 전화주시면 성심껏 답변하도록 하겠습니다. 감사합니다.",2024-07-29,2024-07-30
"더 베스트 진학전략 상담 진학상담을 받고 싶은데, 그런 상담프로그램이 있나요? 관련해서 궁금합니다.","일 시: 2024.  16. ~ 12. 17. 매주( 14:00 ~ 20:00
                8/13, 10/17, 10/29 공휴일 등으로 인한 미운영
 장 소: 미래교육혁신센터 상담실 2개소
 신 청: 통합교육포털 강동 미래온(ON) 선착순  9월까지 신청마감
                매월 마지막 주 월요일 10시 정규 접수 예정 (2개월 전 사전접수)
               (단, 10월은 대입전략설명회 행사로 인하여 10/30 접수 예정)
 대 상: 고등학생 및 학부모
 상 담 사: 대학입학사정관(전직), 전문상담교사(한국대학교육협의회)
 상담내용: 학습컨설팅, 학생부관리, 진학상담 등 종합적 진학전략 수립 및 관리
 상담횟수: 50분(상담 / 분기별 1회(연 최대 4회) 신청가능",2024-07-29,2024-07-29
